sample_id,case_id,field_name,field_class,declared_type,selection_probability,raw_exact,normalized_exact,token_set_exact,all_null,all_nonnull,mixed_null,null_pattern,adjacent_null_transitions,min_pairwise_lexical_similarity,min_pairwise_nonnull_lexical_similarity,lexical_at_least_70,lexical_at_least_80,lexical_at_least_90
EXT-08-4cbacf67c9fb,8,sector,categorical,categorical,0.028735632183908,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-08-512737a36db8,8,study_design,categorical,categorical,0.0120192307692307,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-08-625f705407b3,8,year,other_numeric,numeric,0.0862068965517241,False,False,False,False,False,True,NNV,1,0.0,,False,False,False
EXT-08-6912b4b58308,8,year,other_numeric,numeric,0.8333333333333334,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-08-763a4eaec94b,8,country,categorical,categorical,0.3448275862068966,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-08-7c1e29978501,8,year,other_numeric,numeric,0.8333333333333334,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-08-80394914a590,8,year,other_numeric,numeric,0.0862068965517241,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-08-86300d76090b,8,gap_measure,categorical,categorical,0.0120192307692307,False,False,False,False,True,False,VVV,0,0.6229508196721312,0.6229508196721312,False,False,False
EXT-08-8877a115ae9c,8,year,other_numeric,numeric,0.0578034682080924,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-08-8d15ceec2e12,8,sector,categorical,categorical,0.028735632183908,False,False,False,False,True,False,VVV,0,0.6,0.6,False,False,False
EXT-08-9569682dbef8,8,year,other_numeric,numeric,0.0862068965517241,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-08-9acd1f8c7df1,8,country,categorical,categorical,0.3448275862068966,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-08-9e23ac053d00,8,country,categorical,categorical,0.6666666666666666,False,False,False,False,False,True,VVN,1,0.0,0.7164179104477612,False,False,False
EXT-08-aa6fba7298de,8,country,categorical,categorical,0.3448275862068966,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-08-b6d41cdf5e51,8,year,other_numeric,numeric,0.0862068965517241,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-08-b8bbfd78e2bf,8,sample_size,potentially_synthesis_critical,numeric,0.018348623853211,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-08-ba5070c57678,8,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.7207207207207207,0.7207207207207207,True,False,False
EXT-08-bc6981a0a6a9,8,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.783410138248848,0.783410138248848,True,False,False
EXT-08-cc774269b88b,8,year,other_numeric,numeric,0.0578034682080924,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-08-d2d5723c076e,8,country,categorical,categorical,0.6666666666666666,False,False,False,False,True,False,VVV,0,0.8285714285714286,0.8285714285714286,True,True,False
EXT-08-d5a3f5c850da,8,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.4792626728110599,0.4792626728110599,False,False,False
EXT-08-e267b7a3cc65,8,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.4968152866242038,0.4968152866242038,False,False,False
EXT-08-e799eb9a2b38,8,country,categorical,categorical,0.3448275862068966,False,False,False,False,True,False,VVV,0,0.9444444444444444,0.9444444444444444,True,True,True
EXT-08-ef2470e14401,8,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.8031496062992126,0.8031496062992126,True,True,False
EXT-08-f5aac0eeec6b,8,sample_size,potentially_synthesis_critical,numeric,0.018348623853211,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-09-06dc086cca03,9,effect_size,potentially_synthesis_critical,numeric,0.0052687038988408,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-09-0905a5c68a7c,9,subject,categorical,categorical,0.010204081632653,False,False,False,False,True,False,VVV,0,0.32653061224489793,0.32653061224489793,False,False,False
EXT-09-21d1da1f3527,9,system_name,categorical,categorical,1.0,False,False,False,False,False,True,NVV,1,0.0,1.0,False,False,False
EXT-09-245442873dca,9,ci_upper,potentially_synthesis_critical,numeric,0.0052687038988408,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-09-2882e874b33b,9,effect_size,potentially_synthesis_critical,numeric,0.0238663484486873,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-09-2933dfbd2118,9,effect_size,potentially_synthesis_critical,numeric,1.0,False,False,False,False,True,False,VVV,0,0.6666666666666666,0.6666666666666666,False,False,False
EXT-09-300473af1c2e,9,ci_upper,potentially_synthesis_critical,numeric,0.0052687038988408,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-09-397892f527bd,9,sample_size,potentially_synthesis_critical,numeric,0.0238663484486873,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-09-56c2a664a743,9,subject,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.5818181818181818,0.5818181818181818,False,False,False
EXT-09-6addaa4f1ae3,9,system_name,categorical,categorical,1.0,False,False,False,False,False,True,NNV,1,0.0,,False,False,False
EXT-09-937b48543a47,9,ci_upper,potentially_synthesis_critical,numeric,0.0052687038988408,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-09-a2b32280421c,9,study_design,categorical,categorical,0.0052438384897745,False,False,False,False,True,False,VVV,0,0.5309734513274337,0.5309734513274337,False,False,False
EXT-09-b15c7f27b980,9,country,categorical,categorical,0.010204081632653,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-09-c120edbebf18,9,ci_upper,potentially_synthesis_critical,numeric,0.0238663484486873,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-09-d7f3949b777d,9,grade_level,categorical,categorical,0.010204081632653,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-09-e01be39ca2f3,9,ci_lower,potentially_synthesis_critical,numeric,0.0052687038988408,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-09-f22c65747fd9,9,sample_size,potentially_synthesis_critical,numeric,1.0,False,False,False,False,False,True,NVN,2,0.0,,False,False,False
EXT-09-f48356fe74eb,9,subject,categorical,categorical,0.0052438384897745,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-09-fb35622ea8a1,9,country,categorical,categorical,1.0,False,False,False,False,False,True,VVN,1,0.0,1.0,False,False,False
EXT-09-fd5b452d5761,9,country,categorical,categorical,0.010204081632653,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-10-082fec0a07ba,10,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.6728971962616822,0.6728971962616822,False,False,False
EXT-10-1ef9de2b2af3,10,sample_size,potentially_synthesis_critical,numeric,0.042016806722689,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-1fdcd428c1c7,10,outcome_measure,categorical,categorical,0.0070921985815602,False,False,True,False,True,False,VVV,0,0.7959183673469388,0.7959183673469388,True,False,False
EXT-10-3b388c5e1659,10,game_type,categorical,categorical,0.8333333333333334,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-3ead7cd8d8be,10,effect_size,potentially_synthesis_critical,numeric,0.042016806722689,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-5dfe3747c6fb,10,country,categorical,categorical,0.029673590504451,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-10-5e22bff36fc5,10,ci_upper,potentially_synthesis_critical,numeric,0.0085251491901108,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-10-5fdec03ec15f,10,game_type,categorical,categorical,0.0070921985815602,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-68a560ffd9c5,10,sample_size,potentially_synthesis_critical,numeric,1.0,False,False,False,False,True,False,VVV,0,0.18181818181818182,0.18181818181818182,False,False,False
EXT-10-8448c06d9859,10,country,categorical,categorical,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-9b3e6341f113,10,sample_size,potentially_synthesis_critical,numeric,0.042016806722689,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-a7403e725a2d,10,country,categorical,categorical,0.8333333333333334,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-b7c77a819ccc,10,country,categorical,categorical,1.0,False,False,False,False,False,True,NVV,1,0.0,1.0,False,False,False
EXT-10-ba4a40ddf967,10,ci_lower,potentially_synthesis_critical,numeric,0.0085251491901108,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-10-d3e295b9f64f,10,sample_size,potentially_synthesis_critical,numeric,0.042016806722689,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-d55863b555f5,10,sample_size,potentially_synthesis_critical,numeric,0.042016806722689,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-df72d5ee125e,10,ci_upper,potentially_synthesis_critical,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-e2a1b70d436d,10,country,categorical,categorical,0.029673590504451,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-10-e2dcf141c17c,10,country,categorical,categorical,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-efbd0de23ab3,10,country,categorical,categorical,0.029673590504451,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-10-fa84d21251d7,10,ci_lower,potentially_synthesis_critical,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-10-fc7b8db415f5,10,sample_size,potentially_synthesis_critical,numeric,0.042016806722689,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-08e8e6ae3731,11,school_level,categorical,categorical,0.0666666666666666,False,False,False,False,False,True,NVV,1,0.0,0.32142857142857145,False,False,False
EXT-11-0ec173167d14,11,school_level,categorical,categorical,0.0666666666666666,False,False,False,False,False,True,VNN,1,0.0,,False,False,False
EXT-11-0f5b06e748c0,11,effect_size,potentially_synthesis_critical,numeric,0.0074404761904761,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-11-22cb7e3dbec0,11,class_size_control,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-11-2383a5deebe6,11,country,categorical,categorical,0.7692307692307693,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-251805ff0958,11,class_size_treatment,potentially_synthesis_critical,numeric,0.059880239520958,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-326a8355ca88,11,effect_size,potentially_synthesis_critical,numeric,0.0074404761904761,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-3a5b073a43eb,11,school_level,categorical,categorical,0.0169779286926994,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-3daec9e37e26,11,school_level,categorical,categorical,0.7692307692307693,False,False,False,False,True,False,VVV,0,0.23529411764705882,0.23529411764705882,False,False,False
EXT-11-4d585119af47,11,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.7924528301886793,0.7924528301886793,True,False,False
EXT-11-52156f8be423,11,country,categorical,categorical,0.0169779286926994,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-523c1a7480d0,11,country,categorical,categorical,0.0666666666666666,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-11-531b7ec008a0,11,country,categorical,categorical,0.7692307692307693,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-11-5888ae6f6a86,11,sample_size,potentially_synthesis_critical,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-66387b9affa4,11,school_level,categorical,categorical,0.7692307692307693,False,False,False,False,True,False,VVV,0,0.56,0.56,False,False,False
EXT-11-6c3759baf190,11,class_size_treatment,potentially_synthesis_critical,numeric,1.0,False,False,False,False,True,False,VVV,0,0.4,0.4,False,False,False
EXT-11-78c03ea094f3,11,ci_upper,potentially_synthesis_critical,numeric,0.0074404761904761,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-11-823c71634bd7,11,school_level,categorical,categorical,0.0169779286926994,False,False,False,False,True,False,VVV,0,0.6567164179104478,0.6567164179104478,False,False,False
EXT-11-86f20a31f0b5,11,class_size_control,potentially_synthesis_critical,numeric,0.059880239520958,False,False,False,False,True,False,VVV,0,0.4,0.4,False,False,False
EXT-11-95c992c6b98f,11,class_size_control,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-11-a1b2f8e9821d,11,sample_size,potentially_synthesis_critical,numeric,0.059880239520958,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-a942f9fb8e3c,11,class_size_control,potentially_synthesis_critical,numeric,0.059880239520958,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-ab36ce874f21,11,country,categorical,categorical,0.0169779286926994,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-c4d1e3fd1d7e,11,study_design,categorical,categorical,0.0169779286926994,False,False,False,False,True,False,VVV,0,0.6568627450980392,0.6568627450980392,False,False,False
EXT-11-ca3b1004c2a4,11,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.8,0.8,True,True,False
EXT-11-ea1bd172f3e4,11,country,categorical,categorical,0.0666666666666666,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-11-f213ba6962ed,11,school_level,categorical,categorical,0.0666666666666666,False,False,False,False,False,True,VVN,1,0.0,0.26666666666666666,False,False,False
EXT-12-0c5535f013fa,12,discipline,categorical,categorical,0.0034246575342465,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-211c2f267dc1,12,country,categorical,categorical,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-29b504af6c96,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-30241ba1b5ca,12,sample_size,potentially_synthesis_critical,numeric,0.0097181729834791,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-31fb641b4af9,12,study_design,categorical,categorical,0.0034246575342465,False,False,False,False,True,False,VVV,0,0.5945945945945946,0.5945945945945946,False,False,False
EXT-12-35a5aeb1642d,12,sample_size,potentially_synthesis_critical,numeric,0.0169204737732656,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-3aed752c1324,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-3d2d2fbd61f6,12,discipline,categorical,categorical,0.001372872048325,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-3dfb679dde2d,12,country,categorical,categorical,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-4ecdd76e0f9f,12,sample_size,potentially_synthesis_critical,numeric,0.0169204737732656,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-5374d3401c6d,12,sample_size,potentially_synthesis_critical,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-5e7eed8b42ea,12,country,categorical,categorical,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-5fb541a60674,12,sample_size,potentially_synthesis_critical,numeric,0.0169204737732656,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-65c68ded89f2,12,outcome_direction,categorical,categorical,0.144927536231884,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-694c78fe48c3,12,sample_size,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-6a6a4457a575,12,sample_size,potentially_synthesis_critical,numeric,0.0097181729834791,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-7f3c8b6c4912,12,sample_size,potentially_synthesis_critical,numeric,1.0,False,False,False,False,True,False,VVV,0,0.0,0.0,False,False,False
EXT-12-a5ce35486f2b,12,country,categorical,categorical,0.144927536231884,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-a717045a9683,12,country,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.8571428571428571,0.8571428571428571,True,True,False
EXT-12-aa7cf3d0614e,12,sample_size,potentially_synthesis_critical,numeric,0.0097181729834791,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-b6045fcb37a2,12,sample_size,potentially_synthesis_critical,numeric,0.0169204737732656,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-12-b662a9a10d90,12,sample_size,potentially_synthesis_critical,numeric,0.0169204737732656,False,False,False,False,True,False,VVV,0,0.0,0.0,False,False,False
EXT-12-be1fc3c51ec2,12,sample_size,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-d9793b3caed5,12,sample_size,potentially_synthesis_critical,numeric,0.0097181729834791,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-12-db51f4f8c740,12,use_case,categorical,categorical,0.001372872048325,False,False,False,False,True,False,VVV,0,0.49079754601226994,0.49079754601226994,False,False,False
EXT-12-de7298f556b0,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-00336ccac624,13,ci_lower,potentially_synthesis_critical,numeric,0.0083752093802345,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-072b1eeb7afc,13,years_protected,other_numeric,numeric,0.101010101010101,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-13-1874e18e11f1,13,mpa_type,categorical,categorical,0.050251256281407,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-1d9a1269ee60,13,study_design,categorical,categorical,0.0087950747581354,False,False,False,False,True,False,VVV,0,0.5714285714285714,0.5714285714285714,False,False,False
EXT-13-264bc81246bd,13,sample_size,potentially_synthesis_critical,numeric,0.0609756097560975,False,False,False,False,False,True,VNN,1,0.0,,False,False,False
EXT-13-40a5afba89fb,13,years_protected,other_numeric,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-40f4d6799c01,13,ci_upper,potentially_synthesis_critical,numeric,0.0083752093802345,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-462ca48f05eb,13,years_protected,other_numeric,numeric,0.0434782608695652,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-525c3bb5cb2d,13,years_protected,other_numeric,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-13-5f42d4adddbe,13,effect_size,potentially_synthesis_critical,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-13-6bab7ef558fa,13,ci_upper,potentially_synthesis_critical,numeric,0.0083752093802345,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-72e627ff407f,13,years_protected,other_numeric,numeric,0.0434782608695652,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-84599ad5a7a5,13,years_protected,other_numeric,numeric,0.0434782608695652,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-985b94c92c59,13,years_protected,other_numeric,numeric,0.101010101010101,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-99c03b3b0211,13,years_protected,other_numeric,numeric,0.0434782608695652,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-9d95646de3e5,13,mpa_type,categorical,categorical,0.5555555555555556,False,False,False,False,True,False,VVV,0,0.2119205298013245,0.2119205298013245,False,False,False
EXT-13-b4e0206fbe64,13,mpa_type,categorical,categorical,0.5555555555555556,False,False,False,False,True,False,VVV,0,0.5161290322580645,0.5161290322580645,False,False,False
EXT-13-b62971451c82,13,mpa_type,categorical,categorical,0.0087950747581354,False,False,False,False,False,True,NVV,1,0.0,1.0,False,False,False
EXT-13-bed2f2aee74a,13,sample_size,potentially_synthesis_critical,numeric,0.0609756097560975,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-13-c27da32e28f1,13,years_protected,other_numeric,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-13-d2f1fa5a74e6,13,years_protected,other_numeric,numeric,0.101010101010101,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-13-e427bc9cb851,13,years_protected,other_numeric,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-13-e9844e4248b3,13,country,categorical,categorical,0.5555555555555556,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-ef8ea24745b3,13,ci_lower,potentially_synthesis_critical,numeric,0.0083752093802345,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-13-f2a7b7525688,13,country,categorical,categorical,0.050251256281407,False,False,False,False,False,True,VNV,2,0.0,1.0,False,False,False
EXT-14-037639bc7ee0,14,age_years,other_numeric,numeric,0.5,False,False,False,False,True,False,VVV,0,0.5,0.5,False,False,False
EXT-14-09112dbd8a40,14,effect_size,potentially_synthesis_critical,numeric,0.0041963911036508,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-107b5179d890,14,forest_type,categorical,categorical,0.0041101520756267,False,False,False,False,True,False,VVV,0,0.8392857142857143,0.8392857142857143,True,True,False
EXT-14-157bec51e39c,14,forest_type,categorical,categorical,0.0041101520756267,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-1956edb69d16,14,forest_type,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.6947368421052632,0.6947368421052632,False,False,False
EXT-14-1cb256838a6e,14,age_years,other_numeric,numeric,0.0135869565217391,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-14-348eb75474fc,14,forest_type,categorical,categorical,0.4545454545454545,False,False,False,False,True,False,VVV,0,0.20809248554913296,0.20809248554913296,False,False,False
EXT-14-3ae48a139e8f,14,country,categorical,categorical,0.2702702702702703,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-14-3c09be6839c7,14,age_years,other_numeric,numeric,0.0304878048780487,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-40edf42d411c,14,forest_type,categorical,categorical,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-14-6665c6471cb4,14,sample_size,potentially_synthesis_critical,numeric,0.0041963911036508,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-14-68afff46a0bd,14,sample_size,potentially_synthesis_critical,numeric,0.0115874855156431,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-6bec6f7a19a4,14,age_years,other_numeric,numeric,0.5,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-730af180e854,14,study_design,categorical,categorical,0.2702702702702703,False,False,False,False,True,False,VVV,0,0.7256637168141593,0.7256637168141593,True,False,False
EXT-14-7577e10e6c56,14,study_design,categorical,categorical,0.0131752305665349,False,False,False,False,True,False,VVV,0,0.7916666666666666,0.7916666666666666,True,False,False
EXT-14-76092955e58c,14,study_design,categorical,categorical,0.0131752305665349,False,False,False,False,True,False,VVV,0,0.38181818181818183,0.38181818181818183,False,False,False
EXT-14-7b3b12cd6bcf,14,country,categorical,categorical,0.0041101520756267,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-7dfbf04778f0,14,age_years,other_numeric,numeric,0.0304878048780487,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-81ee3b234010,14,age_years,other_numeric,numeric,0.5,False,False,False,False,True,False,VVV,0,0.5714285714285714,0.5714285714285714,False,False,False
EXT-14-858ae4d840c7,14,sample_size,potentially_synthesis_critical,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-85ec11119bc1,14,age_years,other_numeric,numeric,0.5,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-892ed608ac71,14,age_years,other_numeric,numeric,0.5,False,False,False,False,False,True,NNV,1,0.0,,False,False,False
EXT-14-8ba996adcb41,14,age_years,other_numeric,numeric,0.0135869565217391,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-14-9532d35f18ff,14,country,categorical,categorical,0.0041101520756267,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-958fd6e3d66d,14,carbon_stock_tC_ha,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-14-a66284ae6d2c,14,age_years,other_numeric,numeric,0.0135869565217391,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-14-acb045da4d03,14,age_years,other_numeric,numeric,0.0304878048780487,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-af9581228860,14,forest_type,categorical,categorical,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-14-afdbefff7d51,14,carbon_stock_tC_ha,potentially_synthesis_critical,numeric,0.0115874855156431,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-b56a9bce2f37,14,study_design,categorical,categorical,0.2702702702702703,False,False,False,False,True,False,VVV,0,0.3787878787878788,0.3787878787878788,False,False,False
EXT-14-b682e5264abb,14,forest_type,categorical,categorical,0.4545454545454545,False,False,False,False,True,False,VVV,0,0.7692307692307693,0.7692307692307693,True,False,False
EXT-14-b6f14e98468e,14,study_design,categorical,categorical,0.2702702702702703,False,False,False,False,True,False,VVV,0,0.9547738693467337,0.9547738693467337,True,True,True
EXT-14-ba3ec38c7087,14,age_years,other_numeric,numeric,0.0304878048780487,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-c02433a3c99b,14,sample_size,potentially_synthesis_critical,numeric,0.0115874855156431,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-c401d91ee367,14,carbon_stock_tC_ha,potentially_synthesis_critical,numeric,0.0041963911036508,False,False,False,False,True,False,VVV,0,0.2773722627737226,0.2773722627737226,False,False,False
EXT-14-c8ded06db996,14,age_years,other_numeric,numeric,0.0304878048780487,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-c8fdf712e9cf,14,sample_size,potentially_synthesis_critical,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-cbba59f80388,14,study_design,categorical,categorical,0.0131752305665349,False,False,False,False,True,False,VVV,0,0.5196850393700787,0.5196850393700787,False,False,False
EXT-14-cdbfa84f4e5f,14,age_years,other_numeric,numeric,0.0304878048780487,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-14-d45aff28ffe2,14,forest_type,categorical,categorical,0.0041101520756267,False,False,False,False,True,False,VVV,0,0.4807692307692308,0.4807692307692308,False,False,False
EXT-14-f72ded4e9eac,14,study_design,categorical,categorical,0.2702702702702703,False,False,False,False,True,False,VVV,0,0.524822695035461,0.524822695035461,False,False,False
EXT-14-f89784e2e5a4,14,forest_type,categorical,categorical,0.0131752305665349,False,False,False,False,True,False,VVV,0,0.3969465648854962,0.3969465648854962,False,False,False
EXT-14-fb351eaabfd5,14,study_design,categorical,categorical,0.2702702702702703,False,False,False,False,True,False,VVV,0,0.5628140703517588,0.5628140703517588,False,False,False
