task,sample_id,call_status,repeat_index,output_value
extraction,EXT-05-a87e338997f9,ok,2,"""Field experiment (randomized controlled trial)"""
extraction,EXT-05-a87e338997f9,ok,3,"""Randomized field experiment"""
extraction,EXT-05-b76c259f0d5c,ok,1,2147.0
extraction,EXT-05-b76c259f0d5c,ok,2,2147.0
extraction,EXT-05-b76c259f0d5c,ok,3,2147.0
extraction,EXT-05-d6f9f4c32598,ok,1,0.63
extraction,EXT-05-d6f9f4c32598,ok,2,0.63
extraction,EXT-05-d6f9f4c32598,ok,3,0.63
extraction,EXT-05-e4501ffb93fa,ok,1,"""Grade Six Achievement Test (GSAT) performance (test scores) and placement in better secondary schools (national school ranking percentile)"""
extraction,EXT-05-e4501ffb93fa,ok,2,"""GSAT test performance (student GSAT scores); Secondary school placement (national school ranking percentile based on placed students' GSAT scores)"""
extraction,EXT-05-e4501ffb93fa,ok,3,"""Grade Six Achievement Test (GSAT) scores; placement in secondary schools (percentile rank in a national school ranking)"""
extraction,EXT-05-e78e614068e1,ok,1,null
extraction,EXT-05-e78e614068e1,ok,2,"""Philippines"""
extraction,EXT-05-e78e614068e1,ok,3,"""Philippines"""
extraction,EXT-05-f9bfe0b95a07,ok,1,"""Mexico"""
extraction,EXT-05-f9bfe0b95a07,ok,2,"""Mexico"""
extraction,EXT-05-f9bfe0b95a07,ok,3,"""Mexico"""
extraction,EXT-05-fc91c259dd10,ok,1,null
extraction,EXT-05-fc91c259dd10,ok,2,null
extraction,EXT-05-fc91c259dd10,ok,3,null
extraction,EXT-06-1d233be8ea42,ok,1,"""139, 413"""
extraction,EXT-06-1d233be8ea42,ok,2,"""139 and 413"""
extraction,EXT-06-1d233be8ea42,ok,3,552.0
extraction,EXT-06-2db25c8bb412,ok,1,"""Depression; Anxiety"""
extraction,EXT-06-2db25c8bb412,ok,2,"""Depression; Anxiety"""
extraction,EXT-06-2db25c8bb412,ok,3,"""Depression; Anxiety"""
extraction,EXT-06-3a96c50e327e,ok,1,"""Cross-sectional study"""
extraction,EXT-06-3a96c50e327e,ok,2,"""Cross-sectional study"""
extraction,EXT-06-3a96c50e327e,ok,3,"""Cross-sectional study"""
extraction,EXT-06-3cd6ea7118fd,ok,1,1.45
extraction,EXT-06-3cd6ea7118fd,ok,2,1.45
extraction,EXT-06-3cd6ea7118fd,ok,3,1.45
extraction,EXT-06-4703f98477d9,ok,1,0.32
extraction,EXT-06-4703f98477d9,ok,2,0.32
extraction,EXT-06-4703f98477d9,ok,3,0.32
extraction,EXT-06-5c903d300ffa,ok,1,41.0
extraction,EXT-06-5c903d300ffa,ok,2,41.0
extraction,EXT-06-5c903d300ffa,ok,3,41.0
extraction,EXT-06-5d2087418c99,ok,1,"""Facebook and other social networking sites"""
extraction,EXT-06-5d2087418c99,ok,2,"""Facebook and other social networking sites"""
extraction,EXT-06-5d2087418c99,ok,3,"""Facebook and other social networks (social networking sites)"""
extraction,EXT-06-620a8e475878,ok,1,null
extraction,EXT-06-620a8e475878,ok,2,null
extraction,EXT-06-620a8e475878,ok,3,null
extraction,EXT-06-67e87c1a46ac,ok,1,"""18-20 years"""
extraction,EXT-06-67e87c1a46ac,ok,2,"""18-20 years old"""
extraction,EXT-06-67e87c1a46ac,ok,3,"""18-20 years old"""
extraction,EXT-06-68c0dfc0be26,ok,1,"""Video gaming; social media; internet use"""
extraction,EXT-06-68c0dfc0be26,ok,2,"""Video gaming, social media, and internet use (screen-based devices)"""
extraction,EXT-06-68c0dfc0be26,ok,3,"""video gaming; social media; internet use"""
extraction,EXT-06-6f020cee8292,ok,1,null
extraction,EXT-06-6f020cee8292,ok,2,null
extraction,EXT-06-6f020cee8292,ok,3,null
extraction,EXT-06-7528ed36aea0,ok,1,"""Australia"""
extraction,EXT-06-7528ed36aea0,ok,2,"""Australia"""
extraction,EXT-06-7528ed36aea0,ok,3,"""Australia"""
extraction,EXT-06-7b4043c6ad89,ok,1,null
extraction,EXT-06-7b4043c6ad89,ok,2,null
extraction,EXT-06-7b4043c6ad89,ok,3,null
extraction,EXT-06-839d3b5abf4a,ok,1,-0.31
extraction,EXT-06-839d3b5abf4a,ok,2,-0.31
extraction,EXT-06-839d3b5abf4a,ok,3,-0.31
extraction,EXT-06-89f897b6c350,ok,1,"""Cross-sectional study"""
extraction,EXT-06-89f897b6c350,ok,2,"""Cross-sectional study"""
extraction,EXT-06-89f897b6c350,ok,3,"""Cross-sectional study"""
extraction,EXT-06-9fc3ae002429,ok,1,"""Self-esteem (self-image)"""
extraction,EXT-06-9fc3ae002429,ok,2,"""Self-esteem (self-image)"""
extraction,EXT-06-9fc3ae002429,ok,3,"""Self-esteem (self-image)"""
extraction,EXT-06-a424e9aa6b37,ok,1,null
extraction,EXT-06-a424e9aa6b37,ok,2,null
extraction,EXT-06-a424e9aa6b37,ok,3,null
extraction,EXT-06-c5046c35f1c1,ok,1,null
extraction,EXT-06-c5046c35f1c1,ok,2,null
extraction,EXT-06-c5046c35f1c1,ok,3,null
extraction,EXT-06-cfd084389dc1,ok,1,"""Facebook, Instagram, Twitter, TikTok"""
extraction,EXT-06-cfd084389dc1,ok,2,"""Facebook, Instagram, Twitter, TikTok"""
extraction,EXT-06-cfd084389dc1,ok,3,"""Facebook, Instagram, Twitter, TikTok"""
extraction,EXT-06-e1976a0accda,ok,1,"""young people (16–30 years)"""
extraction,EXT-06-e1976a0accda,ok,2,"""young people (16–30 years)"""
extraction,EXT-06-e1976a0accda,ok,3,"""young people (16-30 years)"""
extraction,EXT-07-05296fa6662c,ok,1,null
extraction,EXT-07-05296fa6662c,ok,2,null
extraction,EXT-07-05296fa6662c,ok,3,null
extraction,EXT-07-167f3ad9e708,ok,1,106.0
extraction,EXT-07-167f3ad9e708,ok,2,106.0
extraction,EXT-07-167f3ad9e708,ok,3,106.0
extraction,EXT-07-2b9f3517a9b9,ok,1,420.0
extraction,EXT-07-2b9f3517a9b9,ok,2,420.0
extraction,EXT-07-2b9f3517a9b9,ok,3,420.0
extraction,EXT-07-47b793b956cd,ok,1,1275.0
extraction,EXT-07-47b793b956cd,ok,2,1275.0
extraction,EXT-07-47b793b956cd,ok,3,1275.0
extraction,EXT-07-612d3b4c739b,ok,1,"""11%"""
extraction,EXT-07-612d3b4c739b,ok,2,"""11%"""
extraction,EXT-07-612d3b4c739b,ok,3,11.0
extraction,EXT-07-617056d489da,ok,1,"""United States"""
extraction,EXT-07-617056d489da,ok,2,"""United States"""
extraction,EXT-07-617056d489da,ok,3,"""United States"""
extraction,EXT-07-684ad565297c,ok,1,"""England and Wales"""
extraction,EXT-07-684ad565297c,ok,2,"""England and Wales"""
extraction,EXT-07-684ad565297c,ok,3,"""England and Wales"""
extraction,EXT-07-6f441aca3027,ok,1,24.0
extraction,EXT-07-6f441aca3027,ok,2,24.0
extraction,EXT-07-6f441aca3027,ok,3,24.0
extraction,EXT-07-8d142e3f52b0,ok,1,"""Restorative justice (mediasi penal) applied for cases with minor injuries and material loss; serious injury and fatality cases proceed to prosecution (not eligible for mediasi penal); restorative justice used as a mitigating factor in sentencing."""
extraction,EXT-07-8d142e3f52b0,ok,2,"""Mediasi penal dengan pendekatan restorative justice diterapkan hanya untuk kasus kecelakaan dengan luka ringan dan kerugian materil; kasus yang menimbulkan korban meninggal dunia atau luka berat tetap diproses ke pengadilan dan restorative justice hanya menjadi pertimbangan untuk meringankan pidana."""
extraction,EXT-07-8d142e3f52b0,ok,3,"""Restorative justice (mediasi penal) is applied only for cases with minor injuries and material loss; cases causing death or serious injury proceed to prosecution (restorative justice may only be considered for sentencing mitigation)."""
extraction,EXT-07-9d256c233083,ok,1,513.0
extraction,EXT-07-9d256c233083,ok,2,513.0
extraction,EXT-07-9d256c233083,ok,3,513.0
extraction,EXT-07-a05dec363006,ok,1,null
extraction,EXT-07-a05dec363006,ok,2,null
extraction,EXT-07-a05dec363006,ok,3,null
extraction,EXT-07-a582f45d1759,ok,1,null
extraction,EXT-07-a582f45d1759,ok,2,null
extraction,EXT-07-a582f45d1759,ok,3,null
extraction,EXT-07-c15fe9c55253,ok,1,null
extraction,EXT-07-c15fe9c55253,ok,2,null
extraction,EXT-07-c15fe9c55253,ok,3,null
extraction,EXT-07-cf1fdf987616,ok,1,null
extraction,EXT-07-cf1fdf987616,ok,2,null
extraction,EXT-07-cf1fdf987616,ok,3,null
extraction,EXT-07-d95ac826bd7c,ok,1,"""Narrative literature review"""
extraction,EXT-07-d95ac826bd7c,ok,2,"""Narrative review"""
extraction,EXT-07-d95ac826bd7c,ok,3,"""Narrative literature review"""
extraction,EXT-07-e8935ce627e3,ok,1,6.0
extraction,EXT-07-e8935ce627e3,ok,2,6.0
extraction,EXT-07-e8935ce627e3,ok,3,6.0
extraction,EXT-07-ef2ab604e3f3,ok,1,"""United States"""
extraction,EXT-07-ef2ab604e3f3,ok,2,"""United States"""
extraction,EXT-07-ef2ab604e3f3,ok,3,"""United States"""
extraction,EXT-07-f86ab4ecb079,ok,1,null
extraction,EXT-07-f86ab4ecb079,ok,2,null
extraction,EXT-07-f86ab4ecb079,ok,3,null
extraction,EXT-07-fd0246db9354,ok,1,null
extraction,EXT-07-fd0246db9354,ok,2,null
extraction,EXT-07-fd0246db9354,ok,3,null
extraction,EXT-08-0403aabbd690,ok,1,null
extraction,EXT-08-0403aabbd690,ok,2,null
extraction,EXT-08-0403aabbd690,ok,3,null
extraction,EXT-08-0661122c8f18,ok,1,"""2.9% to 4.5%"""
extraction,EXT-08-0661122c8f18,ok,2,"""2.9% to 4.5%"""
extraction,EXT-08-0661122c8f18,ok,3,"""2.9% to 4.5%"""
extraction,EXT-08-128c043c7510,ok,1,null
extraction,EXT-08-128c043c7510,ok,2,null
extraction,EXT-08-128c043c7510,ok,3,"""36 countries (cross-country analysis)"""
extraction,EXT-08-176ad75497e6,ok,1,null
extraction,EXT-08-176ad75497e6,ok,2,null
extraction,EXT-08-176ad75497e6,ok,3,null
extraction,EXT-08-1773230962a1,ok,1,"""Observational longitudinal cross-country panel study (panel data analysis)"""
extraction,EXT-08-1773230962a1,ok,2,"""Observational longitudinal panel study (cross-country panel analysis of 19 OECD countries, 2014–2018)"""
extraction,EXT-08-1773230962a1,ok,3,"""Observational cross-country panel (longitudinal) study"""
extraction,EXT-08-27beb7121ac0,ok,1,"""2007-2018"""
extraction,EXT-08-27beb7121ac0,ok,2,"""2007-2018"""
extraction,EXT-08-27beb7121ac0,ok,3,"""2007-2018"""
extraction,EXT-08-289c5c2b8fbe,ok,1,6.4
extraction,EXT-08-289c5c2b8fbe,ok,2,6.4
extraction,EXT-08-289c5c2b8fbe,ok,3,6.4
extraction,EXT-08-2c21409a6c07,ok,1,"""27 countries"""
extraction,EXT-08-2c21409a6c07,ok,2,"""27 countries"""
extraction,EXT-08-2c21409a6c07,ok,3,"""27 countries"""
extraction,EXT-08-2c3ee8f1a744,ok,1,"""Germany, Norway, the Netherlands, Belgium"""
extraction,EXT-08-2c3ee8f1a744,ok,2,"""Germany, Norway, the Netherlands, Belgium"""
extraction,EXT-08-2c3ee8f1a744,ok,3,"""Germany, Norway, the Netherlands, Belgium"""
extraction,EXT-08-362c635b55e3,ok,1,"""gender pay gap (difference in average earnings between men and women)"""
extraction,EXT-08-362c635b55e3,ok,2,"""Average earnings (gender pay gap measured as the difference in average earnings of men and women)"""
extraction,EXT-08-362c635b55e3,ok,3,"""gender pay gap (difference in average earnings of men and women)"""
extraction,EXT-08-3b971226cd11,ok,1,null
extraction,EXT-08-3b971226cd11,ok,2,null
extraction,EXT-08-3b971226cd11,ok,3,"""21 advanced countries (Luxembourg Income Study)"""
extraction,EXT-08-41c270b428cf,ok,1,"""2000-2013"""
extraction,EXT-08-41c270b428cf,ok,2,null
extraction,EXT-08-41c270b428cf,ok,3,2013.0
extraction,EXT-08-4570fbe12d14,ok,1,null
extraction,EXT-08-4570fbe12d14,ok,2,null
extraction,EXT-08-4570fbe12d14,ok,3,"""European Union (EU member countries)"""
extraction,EXT-08-47c67df9f969,ok,1,"""20%–28%"""
extraction,EXT-08-47c67df9f969,ok,2,"""20% to 28%"""
extraction,EXT-08-47c67df9f969,ok,3,"""20-28%"""
extraction,EXT-08-49a4c37d57df,ok,1,null
extraction,EXT-08-49a4c37d57df,ok,2,null
extraction,EXT-08-49a4c37d57df,ok,3,null
extraction,EXT-08-4cbacf67c9fb,ok,1,null
extraction,EXT-08-4cbacf67c9fb,ok,2,null
extraction,EXT-08-4cbacf67c9fb,ok,3,null
extraction,EXT-08-512737a36db8,ok,1,"""Meta-analysis (systematic quantitative review)"""
extraction,EXT-08-512737a36db8,ok,2,"""meta-analysis (systematic quantitative review)"""
extraction,EXT-08-512737a36db8,ok,3,"""Meta-analysis (systematic quantitative review)"""
extraction,EXT-08-625f705407b3,ok,1,null
extraction,EXT-08-625f705407b3,ok,2,null
extraction,EXT-08-625f705407b3,ok,3,2021.0
extraction,EXT-08-6912b4b58308,ok,1,"""2010-2019"""
extraction,EXT-08-6912b4b58308,ok,2,"""2010-2019"""
extraction,EXT-08-6912b4b58308,ok,3,"""2010-2019"""
extraction,EXT-08-763a4eaec94b,ok,1,"""Denmark, Finland, Germany, Japan, South Korea"""
extraction,EXT-08-763a4eaec94b,ok,2,"""Denmark, Finland, Germany, Japan, South Korea"""
extraction,EXT-08-763a4eaec94b,ok,3,"""Denmark, Finland, Germany, Japan, South Korea"""
extraction,EXT-08-7c1e29978501,ok,1,"""2012-2022"""
extraction,EXT-08-7c1e29978501,ok,2,"""2012–2022"""
extraction,EXT-08-7c1e29978501,ok,3,"""2012–2022"""
extraction,EXT-08-80394914a590,ok,1,null
extraction,EXT-08-80394914a590,ok,2,null
extraction,EXT-08-80394914a590,ok,3,null
extraction,EXT-08-86300d76090b,ok,1,"""percentage of average female earnings (percent of average females' earnings)"""
extraction,EXT-08-86300d76090b,ok,2,"""Percentage of average females' earnings"""
extraction,EXT-08-86300d76090b,ok,3,"""Percentage of average females' earnings (gap expressed as % of average female earnings)"""
extraction,EXT-08-8877a115ae9c,ok,1,null
extraction,EXT-08-8877a115ae9c,ok,2,null
extraction,EXT-08-8877a115ae9c,ok,3,null
extraction,EXT-08-8d15ceec2e12,ok,1,"""Labour market"""
extraction,EXT-08-8d15ceec2e12,ok,2,"""Labour/Employment"""
extraction,EXT-08-8d15ceec2e12,ok,3,"""Labour market"""
extraction,EXT-08-9569682dbef8,ok,1,2018.0
extraction,EXT-08-9569682dbef8,ok,2,2018.0
extraction,EXT-08-9569682dbef8,ok,3,2018.0
extraction,EXT-08-9acd1f8c7df1,ok,1,"""Australia, France, Japan, Britain"""
extraction,EXT-08-9acd1f8c7df1,ok,2,"""Australia, France, Japan, Britain"""
extraction,EXT-08-9acd1f8c7df1,ok,3,"""Australia, France, Japan, Britain"""
extraction,EXT-08-9e23ac053d00,ok,1,"""Eight European countries (European countries)"""
extraction,EXT-08-9e23ac053d00,ok,2,"""eight European countries"""
extraction,EXT-08-9e23ac053d00,ok,3,null
extraction,EXT-08-aa6fba7298de,ok,1,null
extraction,EXT-08-aa6fba7298de,ok,2,null
extraction,EXT-08-aa6fba7298de,ok,3,null
extraction,EXT-08-b6d41cdf5e51,ok,1,"""2004-2014"""
extraction,EXT-08-b6d41cdf5e51,ok,2,"""2004-2014"""
extraction,EXT-08-b6d41cdf5e51,ok,3,"""2004-2014"""
extraction,EXT-08-b8bbfd78e2bf,ok,1,15.0
extraction,EXT-08-b8bbfd78e2bf,ok,2,15.0
extraction,EXT-08-b8bbfd78e2bf,ok,3,15.0
extraction,EXT-08-ba5070c57678,ok,1,"""Cross-sectional comparative observational study (secondary analysis of LIS Wave 5 data)"""
extraction,EXT-08-ba5070c57678,ok,2,"""Cross-sectional comparative observational study (secondary analysis of cross-sectional survey data from LIS Wave 5)"""
extraction,EXT-08-ba5070c57678,ok,3,"""Cross-sectional comparative observational study (secondary analysis of Wave 5 LIS data, 2000/2001, multi-country)"""
extraction,EXT-08-bc6981a0a6a9,ok,1,"""Cross-sectional observational study (secondary analysis of the 2010 European Social Survey; cross-national comparative survey analysis)"""
extraction,EXT-08-bc6981a0a6a9,ok,2,"""Cross-sectional observational study (secondary analysis of the 2010 European Social Survey)"""
extraction,EXT-08-bc6981a0a6a9,ok,3,"""Cross-sectional observational study (secondary analysis of 2010 European Social Survey)"""
extraction,EXT-08-cc774269b88b,ok,1,null
extraction,EXT-08-cc774269b88b,ok,2,null
extraction,EXT-08-cc774269b88b,ok,3,null
extraction,EXT-08-d2d5723c076e,ok,1,"""Germany, France, Italy, Spain, United Kingdom"""
extraction,EXT-08-d2d5723c076e,ok,2,"""Germany, France, Italy, Spain, United Kingdom"""
extraction,EXT-08-d2d5723c076e,ok,3,"""Germany; France; Italy; Spain; UK"""
extraction,EXT-08-d5a3f5c850da,ok,1,"""Repeated cross-sectional observational study (secondary data analysis)"""
extraction,EXT-08-d5a3f5c850da,ok,2,"""Secondary analysis of longitudinal/repeated cross-sectional observational data (analysis of Luxembourg Income Study data, 1973–2013, across 18 countries)"""
extraction,EXT-08-d5a3f5c850da,ok,3,"""Observational study — repeated cross-sectional/longitudinal analysis (secondary analysis of Luxembourg Income Study, 1973–2013)"""
extraction,EXT-08-e267b7a3cc65,ok,1,"""Comparative cross-country microsimulation modeling study (EUROMOD tax-benefit microsimulation)"""
extraction,EXT-08-e267b7a3cc65,ok,2,"""Microsimulation modelling study (comparative cross-country analysis)"""
extraction,EXT-08-e267b7a3cc65,ok,3,"""Microsimulation modeling study (EUROMOD tax-benefit microsimulation)"""
extraction,EXT-08-e799eb9a2b38,ok,1,"""Australia, Canada, the United Kingdom, the United States, Germany, Finland, Sweden"""
extraction,EXT-08-e799eb9a2b38,ok,2,"""Australia; Canada; United Kingdom; United States; Germany; Finland; Sweden"""
extraction,EXT-08-e799eb9a2b38,ok,3,"""Australia, Canada, United Kingdom, United States, Germany, Finland, Sweden"""
extraction,EXT-08-ef2470e14401,ok,1,"""Quasi-experimental (natural experiment exploiting policy reforms)"""
extraction,EXT-08-ef2470e14401,ok,2,"""Quasi-experimental (natural experiment exploiting policy reforms)"""
extraction,EXT-08-ef2470e14401,ok,3,"""Quasi-experimental (natural experiment / policy reform exploitation)"""
extraction,EXT-08-f5aac0eeec6b,ok,1,6048.0
extraction,EXT-08-f5aac0eeec6b,ok,2,6048.0
extraction,EXT-08-f5aac0eeec6b,ok,3,6048.0
extraction,EXT-09-06dc086cca03,ok,1,null
extraction,EXT-09-06dc086cca03,ok,2,null
extraction,EXT-09-06dc086cca03,ok,3,null
extraction,EXT-09-0905a5c68a7c,ok,1,"""students (adolescents; mean age 17.75 years)"""
extraction,EXT-09-0905a5c68a7c,ok,2,"""students"""
extraction,EXT-09-0905a5c68a7c,ok,3,"""students (mean age 17.75 years)"""
extraction,EXT-09-21d1da1f3527,ok,1,null
extraction,EXT-09-21d1da1f3527,ok,2,"""blended learning program"""
extraction,EXT-09-21d1da1f3527,ok,3,"""Blended learning program"""
extraction,EXT-09-245442873dca,ok,1,null
extraction,EXT-09-245442873dca,ok,2,null
extraction,EXT-09-245442873dca,ok,3,null
extraction,EXT-09-2882e874b33b,ok,1,7.695
extraction,EXT-09-2882e874b33b,ok,2,7.695
extraction,EXT-09-2882e874b33b,ok,3,7.695
extraction,EXT-09-2933dfbd2118,ok,1,0.25
extraction,EXT-09-2933dfbd2118,ok,2,25.0
extraction,EXT-09-2933dfbd2118,ok,3,25.0
extraction,EXT-09-300473af1c2e,ok,1,null
extraction,EXT-09-300473af1c2e,ok,2,null
extraction,EXT-09-300473af1c2e,ok,3,null
extraction,EXT-09-397892f527bd,ok,1,50.0
extraction,EXT-09-397892f527bd,ok,2,50.0
extraction,EXT-09-397892f527bd,ok,3,50.0
extraction,EXT-09-56c2a664a743,ok,1,"""Higher education students (n=52) enrolled in an Artificial Intelligence course at a large urban college in Jordan"""
extraction,EXT-09-56c2a664a743,ok,2,"""students who attended an Artificial Intelligent course at a large urban college in Jordan"""
extraction,EXT-09-56c2a664a743,ok,3,"""Higher education students enrolled in an Artificial Intelligence course (n = 52)"""
extraction,EXT-09-6addaa4f1ae3,ok,1,null
extraction,EXT-09-6addaa4f1ae3,ok,2,null
extraction,EXT-09-6addaa4f1ae3,ok,3,"""radical-derived character e-learning platform"""
extraction,EXT-09-937b48543a47,ok,1,null
extraction,EXT-09-937b48543a47,ok,2,null
extraction,EXT-09-937b48543a47,ok,3,null
extraction,EXT-09-a2b32280421c,ok,1,"""Experimental (pre-test and post-test with control group)"""
extraction,EXT-09-a2b32280421c,ok,2,"""Experimental pre-test/post-test control group design"""
extraction,EXT-09-a2b32280421c,ok,3,"""Pre-test and post-test experimental design with control group"""
extraction,EXT-09-b15c7f27b980,ok,1,null
extraction,EXT-09-b15c7f27b980,ok,2,null
extraction,EXT-09-b15c7f27b980,ok,3,null
extraction,EXT-09-c120edbebf18,ok,1,3.74
extraction,EXT-09-c120edbebf18,ok,2,3.74
extraction,EXT-09-c120edbebf18,ok,3,3.74
extraction,EXT-09-d7f3949b777d,ok,1,null
extraction,EXT-09-d7f3949b777d,ok,2,null
extraction,EXT-09-d7f3949b777d,ok,3,null
extraction,EXT-09-e01be39ca2f3,ok,1,null
extraction,EXT-09-e01be39ca2f3,ok,2,null
extraction,EXT-09-e01be39ca2f3,ok,3,null
extraction,EXT-09-f22c65747fd9,ok,1,null
extraction,EXT-09-f22c65747fd9,ok,2,33.0
extraction,EXT-09-f22c65747fd9,ok,3,null
extraction,EXT-09-f48356fe74eb,ok,1,"""Ninth-grade students (13–14 years old)"""
extraction,EXT-09-f48356fe74eb,ok,2,"""ninth-grade students (13–14 years old)"""
extraction,EXT-09-f48356fe74eb,ok,3,"""ninth-grade students (13–14 years old)"""
extraction,EXT-09-fb35622ea8a1,ok,1,"""Indonesia"""
extraction,EXT-09-fb35622ea8a1,ok,2,"""Indonesia"""
extraction,EXT-09-fb35622ea8a1,ok,3,null
extraction,EXT-09-fd5b452d5761,ok,1,null
extraction,EXT-09-fd5b452d5761,ok,2,null
extraction,EXT-09-fd5b452d5761,ok,3,null
extraction,EXT-10-082fec0a07ba,ok,1,"""Quasi-experimental comparative study"""
extraction,EXT-10-082fec0a07ba,ok,2,"""Quasi-experimental (comparative) study"""
extraction,EXT-10-082fec0a07ba,ok,3,"""Quasi-experimental (comparative study of gamified vs non-gamified groups)"""
extraction,EXT-10-1ef9de2b2af3,ok,1,31.0
extraction,EXT-10-1ef9de2b2af3,ok,2,31.0
extraction,EXT-10-1ef9de2b2af3,ok,3,31.0
extraction,EXT-10-1fdcd428c1c7,ok,1,"""Student engagement; Academic achievement (student achievement)"""
extraction,EXT-10-1fdcd428c1c7,ok,2,"""Student engagement; Academic achievement"""
extraction,EXT-10-1fdcd428c1c7,ok,3,"""Student engagement; Academic achievement (student achievement)"""
extraction,EXT-10-3b388c5e1659,ok,1,"""board game"""
extraction,EXT-10-3b388c5e1659,ok,2,"""board game"""
extraction,EXT-10-3b388c5e1659,ok,3,"""board game"""
extraction,EXT-10-3ead7cd8d8be,ok,1,5.14
extraction,EXT-10-3ead7cd8d8be,ok,2,5.14
extraction,EXT-10-3ead7cd8d8be,ok,3,5.14
extraction,EXT-10-5dfe3747c6fb,ok,1,null
extraction,EXT-10-5dfe3747c6fb,ok,2,null
extraction,EXT-10-5dfe3747c6fb,ok,3,null
extraction,EXT-10-5e22bff36fc5,ok,1,null
extraction,EXT-10-5e22bff36fc5,ok,2,null
extraction,EXT-10-5e22bff36fc5,ok,3,null
extraction,EXT-10-5fdec03ec15f,ok,1,"""Gamified competitive math game"""
extraction,EXT-10-5fdec03ec15f,ok,2,"""gamified competitive math game"""
extraction,EXT-10-5fdec03ec15f,ok,3,"""Gamified competitive math game"""
extraction,EXT-10-68a560ffd9c5,ok,1,122.0
extraction,EXT-10-68a560ffd9c5,ok,2,122.0
extraction,EXT-10-68a560ffd9c5,ok,3,"""122 (62 traditional, 60 gamified)"""
extraction,EXT-10-8448c06d9859,ok,1,"""Russia"""
extraction,EXT-10-8448c06d9859,ok,2,"""Russia"""
extraction,EXT-10-8448c06d9859,ok,3,"""Russia"""
extraction,EXT-10-9b3e6341f113,ok,1,101.0
extraction,EXT-10-9b3e6341f113,ok,2,101.0
extraction,EXT-10-9b3e6341f113,ok,3,101.0
extraction,EXT-10-a7403e725a2d,ok,1,"""Saudi Arabia"""
extraction,EXT-10-a7403e725a2d,ok,2,"""Saudi Arabia"""
extraction,EXT-10-a7403e725a2d,ok,3,"""Saudi Arabia"""
extraction,EXT-10-b7c77a819ccc,ok,1,null
extraction,EXT-10-b7c77a819ccc,ok,2,"""Portugal"""
extraction,EXT-10-b7c77a819ccc,ok,3,"""Portugal"""
extraction,EXT-10-ba4a40ddf967,ok,1,null
extraction,EXT-10-ba4a40ddf967,ok,2,null
extraction,EXT-10-ba4a40ddf967,ok,3,null
extraction,EXT-10-d3e295b9f64f,ok,1,70.0
extraction,EXT-10-d3e295b9f64f,ok,2,70.0
extraction,EXT-10-d3e295b9f64f,ok,3,70.0
extraction,EXT-10-d55863b555f5,ok,1,57.0
extraction,EXT-10-d55863b555f5,ok,2,57.0
extraction,EXT-10-d55863b555f5,ok,3,57.0
extraction,EXT-10-df72d5ee125e,ok,1,0.7
extraction,EXT-10-df72d5ee125e,ok,2,0.7
extraction,EXT-10-df72d5ee125e,ok,3,0.7
extraction,EXT-10-e2a1b70d436d,ok,1,null
extraction,EXT-10-e2a1b70d436d,ok,2,null
extraction,EXT-10-e2a1b70d436d,ok,3,null
extraction,EXT-10-e2dcf141c17c,ok,1,"""Spain"""
extraction,EXT-10-e2dcf141c17c,ok,2,"""Spain"""
extraction,EXT-10-e2dcf141c17c,ok,3,"""Spain"""
extraction,EXT-10-efbd0de23ab3,ok,1,null
extraction,EXT-10-efbd0de23ab3,ok,2,null
extraction,EXT-10-efbd0de23ab3,ok,3,null
extraction,EXT-10-fa84d21251d7,ok,1,0.38
extraction,EXT-10-fa84d21251d7,ok,2,0.38
extraction,EXT-10-fa84d21251d7,ok,3,0.38
extraction,EXT-10-fc7b8db415f5,ok,1,200.0
extraction,EXT-10-fc7b8db415f5,ok,2,200.0
extraction,EXT-10-fc7b8db415f5,ok,3,200.0
extraction,EXT-11-08e8e6ae3731,ok,1,null
extraction,EXT-11-08e8e6ae3731,ok,2,"""Secondary (15-year-old students; PISA 2009 sample)"""
extraction,EXT-11-08e8e6ae3731,ok,3,"""secondary"""
extraction,EXT-11-0ec173167d14,ok,1,"""K-12 (primary and secondary)"""
extraction,EXT-11-0ec173167d14,ok,2,null
extraction,EXT-11-0ec173167d14,ok,3,null
extraction,EXT-11-0f5b06e748c0,ok,1,null
extraction,EXT-11-0f5b06e748c0,ok,2,null
extraction,EXT-11-0f5b06e748c0,ok,3,null
extraction,EXT-11-22cb7e3dbec0,ok,1,null
extraction,EXT-11-22cb7e3dbec0,ok,2,null
extraction,EXT-11-22cb7e3dbec0,ok,3,null
extraction,EXT-11-2383a5deebe6,ok,1,"""Burkina Faso, Cameroon, Cote d'Ivoire, Madagascar, Senegal"""
extraction,EXT-11-2383a5deebe6,ok,2,"""Burkina Faso, Cameroon, Cote d'Ivoire, Madagascar, Senegal"""
extraction,EXT-11-2383a5deebe6,ok,3,"""Burkina Faso; Cameroon; Cote d'Ivoire; Madagascar; Senegal"""
extraction,EXT-11-251805ff0958,ok,1,50.0
extraction,EXT-11-251805ff0958,ok,2,50.0
extraction,EXT-11-251805ff0958,ok,3,50.0
extraction,EXT-11-326a8355ca88,ok,1,1.7
extraction,EXT-11-326a8355ca88,ok,2,1.7
extraction,EXT-11-326a8355ca88,ok,3,1.7
extraction,EXT-11-3a5b073a43eb,ok,1,"""lower secondary"""
extraction,EXT-11-3a5b073a43eb,ok,2,"""lower secondary"""
