sample_id,case_id,field_name,field_class,declared_type,selection_probability
EXT-05-e4501ffb93fa,5,outcome,categorical,categorical,1.0
EXT-05-6d017cb0d2f3,5,study_design,categorical,categorical,1.0
EXT-05-f9bfe0b95a07,5,country,categorical,categorical,1.0
EXT-05-08f3cf6a17a0,5,study_design,categorical,categorical,1.0
EXT-05-2a025f0c3f20,5,study_design,categorical,categorical,1.0
EXT-05-e65acb7becb4,5,study_design,categorical,categorical,0.08403361344537816
EXT-05-659fcdc73144,5,study_design,categorical,categorical,0.08403361344537816
EXT-05-092c48557335,5,study_design,categorical,categorical,0.08403361344537816
EXT-05-6ba0c0de56d6,5,country,categorical,categorical,0.08403361344537816
EXT-05-8831ecc61e3e,5,study_design,categorical,categorical,0.08403361344537816
EXT-05-b89db85709a0,5,country,categorical,categorical,0.08403361344537816
EXT-05-48777f8abe42,5,study_design,categorical,categorical,0.08403361344537816
EXT-05-02b9ad7f99ec,5,study_design,categorical,categorical,0.08403361344537816
EXT-05-861c4d5f6070,5,country,categorical,categorical,0.08403361344537816
EXT-05-e78e614068e1,5,country,categorical,categorical,0.08403361344537816
EXT-05-b76c259f0d5c,5,sample_size,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-7b5c8eed08ac,5,effect_size,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-8cdaeb9c913f,5,ci_lower,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-68430b2e7c32,5,sample_size,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-d6f9f4c32598,5,ci_upper,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-6e3e7f2a2f10,5,ci_lower,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-2eb9d1385523,5,sample_size,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-fe89b6679e81,5,ci_lower,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-36c808825472,5,effect_size,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-56438086a368,5,sample_size,potentially_synthesis_critical,numeric,0.05181347150259067
EXT-05-694aebc6fb78,5,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-05-4176629a5677,5,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-05-2396170d23fc,5,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-05-4dbf23906104,5,effect_size,potentially_synthesis_critical,numeric,1.0
EXT-05-b2cbf4828b1b,5,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-05-5189522cf1d4,5,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-05-fc91c259dd10,5,ci_lower,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-6f58ec798bb5,5,effect_size,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-6fdb150ab941,5,effect_size,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-7e15f192e386,5,sample_size,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-e3e15a0dafce,5,effect_size,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-18ec989334c2,5,ci_lower,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-77fdd0746048,5,effect_size,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-e2867319ea99,5,ci_upper,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-9803e77ac62e,5,ci_lower,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-05-02cddead594b,5,ci_lower,potentially_synthesis_critical,numeric,0.005963029218843173
EXT-06-353eba32b199,6,outcome,categorical,categorical,0.004091653027823241
EXT-06-606ff4d70664,6,age_group,categorical,categorical,0.004091653027823241
EXT-06-178a9357c13e,6,study_design,categorical,categorical,0.004091653027823241
EXT-06-5b968b845d78,6,outcome,categorical,categorical,0.004091653027823241
EXT-06-7528ed36aea0,6,country,categorical,categorical,0.004091653027823241
EXT-06-2db25c8bb412,6,outcome,categorical,categorical,0.004091653027823241
EXT-06-9fc3ae002429,6,outcome,categorical,categorical,0.004091653027823241
EXT-06-02ea72ee2776,6,country,categorical,categorical,0.004091653027823241
EXT-06-ae5373050960,6,platform,categorical,categorical,0.004091653027823241
EXT-06-9b9569d6e744,6,platform,categorical,categorical,0.004091653027823241
EXT-06-68c0dfc0be26,6,platform,categorical,categorical,0.37037037037037035
EXT-06-cfd084389dc1,6,platform,categorical,categorical,0.37037037037037035
EXT-06-9195e828429d,6,platform,categorical,categorical,0.37037037037037035
EXT-06-67e87c1a46ac,6,age_group,categorical,categorical,0.37037037037037035
EXT-06-5d2087418c99,6,platform,categorical,categorical,0.37037037037037035
EXT-06-2e48f2684d43,6,study_design,categorical,categorical,0.37037037037037035
EXT-06-7ba165ac84a7,6,platform,categorical,categorical,0.37037037037037035
EXT-06-def9b68b34a5,6,age_group,categorical,categorical,0.37037037037037035
EXT-06-e1976a0accda,6,age_group,categorical,categorical,0.37037037037037035
EXT-06-a327db2f78b5,6,country,categorical,categorical,0.37037037037037035
EXT-06-9f68a4a962dc,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-625ab9cc5ea3,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-9b7334a8f190,6,platform,categorical,categorical,0.21739130434782608
EXT-06-89f897b6c350,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-3a96c50e327e,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-adac8c5524e2,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-e98d2e956598,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-a9c787c7096e,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-414d597a242d,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-174f30128708,6,study_design,categorical,categorical,0.21739130434782608
EXT-06-228b2404c98d,6,country,categorical,categorical,1.0
EXT-06-badad4c3306f,6,country,categorical,categorical,1.0
EXT-06-9f41c4818f66,6,country,categorical,categorical,1.0
EXT-06-a143dbcccf16,6,country,categorical,categorical,0.025
EXT-06-e55ea5b984bc,6,country,categorical,categorical,0.025
EXT-06-78914cfd80e1,6,country,categorical,categorical,0.025
EXT-06-a531d842137f,6,country,categorical,categorical,0.025
EXT-06-c737dc4d2e06,6,study_design,categorical,categorical,0.025
EXT-06-620a8e475878,6,platform,categorical,categorical,0.025
EXT-06-c5046c35f1c1,6,country,categorical,categorical,0.025
EXT-06-7cd996cfdf49,6,platform,categorical,categorical,0.025
EXT-06-44a1a840e14a,6,country,categorical,categorical,0.025
EXT-06-ebfc3bacabfe,6,platform,categorical,categorical,0.025
EXT-06-839d3b5abf4a,6,ci_lower,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-3cd6ea7118fd,6,ci_lower,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-5c903d300ffa,6,sample_size,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-1d5794616cf9,6,effect_size,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-b2aaccfc53e8,6,ci_lower,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-fcab6804f838,6,ci_lower,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-06a2a5ecf202,6,sample_size,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-bb13e25694c6,6,sample_size,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-47f967673f2e,6,sample_size,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-c7ce86cbd945,6,sample_size,potentially_synthesis_critical,numeric,0.012804097311139564
EXT-06-da15b8a5d97c,6,ci_upper,potentially_synthesis_critical,numeric,1.0
EXT-06-4703f98477d9,6,ci_lower,potentially_synthesis_critical,numeric,1.0
EXT-06-1d233be8ea42,6,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-06-6aa9033293b4,6,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-06-e70ff91766b5,6,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-06-b912e4d4ea6d,6,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-06-582e59329bbb,6,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-06-ea316088f125,6,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-06-ca53023aa243,6,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-06-edb62528c3f7,6,effect_size,potentially_synthesis_critical,numeric,1.0
EXT-06-cfb6a8742ae4,6,effect_size,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-a424e9aa6b37,6,ci_upper,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-518ebffb9251,6,ci_lower,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-94f04238a3da,6,ci_lower,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-7ea088b2d1b7,6,effect_size,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-7b4043c6ad89,6,ci_lower,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-745f8879dbdf,6,ci_lower,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-6f020cee8292,6,ci_upper,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-60e43eab3c98,6,effect_size,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-06-09952d574800,6,effect_size,potentially_synthesis_critical,numeric,0.006472491909385114
EXT-07-e3d2430116f9,7,study_design,categorical,categorical,0.03968253968253968
EXT-07-3b8632e5fe7c,7,programme_type,categorical,categorical,0.03968253968253968
EXT-07-bc03728bc3fd,7,study_design,categorical,categorical,0.03968253968253968
EXT-07-86aba6896713,7,country,categorical,categorical,0.03968253968253968
EXT-07-ef2ab604e3f3,7,country,categorical,categorical,0.03968253968253968
EXT-07-86c6d572f7d4,7,outcome,categorical,categorical,0.03968253968253968
EXT-07-0ad30186fdb3,7,study_design,categorical,categorical,0.03968253968253968
EXT-07-8a1cc108922c,7,study_design,categorical,categorical,0.03968253968253968
EXT-07-98419af07cb1,7,study_design,categorical,categorical,0.03968253968253968
EXT-07-684ad565297c,7,country,categorical,categorical,0.03968253968253968
EXT-07-f3f9863ff5a8,7,country,categorical,categorical,1.0
EXT-07-617056d489da,7,country,categorical,categorical,1.0
EXT-07-8d142e3f52b0,7,outcome,categorical,categorical,1.0
EXT-07-dd51a89670f9,7,study_design,categorical,categorical,0.18867924528301888
EXT-07-cbd2a2412fc7,7,study_design,categorical,categorical,0.18867924528301888
EXT-07-d3b19f14dde7,7,country,categorical,categorical,0.18867924528301888
EXT-07-d95ac826bd7c,7,study_design,categorical,categorical,0.18867924528301888
EXT-07-fd0246db9354,7,study_design,categorical,categorical,0.18867924528301888
EXT-07-77a49c0f19e7,7,study_design,categorical,categorical,0.18867924528301888
EXT-07-71abea0dcfe2,7,country,categorical,categorical,0.18867924528301888
EXT-07-fbacdd3dac0c,7,country,categorical,categorical,0.18867924528301888
EXT-07-85ab2c629370,7,study_design,categorical,categorical,0.18867924528301888
EXT-07-804e8e129f93,7,country,categorical,categorical,0.18867924528301888
EXT-07-a8f3a7f5ecfe,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-2a3a5896aeaa,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-6f441aca3027,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-0c95d108b924,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-62383501d439,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-35fd291da63f,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-8e6e17e002f9,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-6d201c71d4e1,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-12e746d15ba3,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-e8935ce627e3,7,follow_up_months,other_numeric,numeric,0.43478260869565216
EXT-07-61009398b667,7,follow_up_months,other_numeric,numeric,1.0
EXT-07-c15fe9c55253,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-72325ef3e6d8,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-49b3f69904bc,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-bdfee6512a49,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-f86ab4ecb079,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-630d5dff72df,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-edc9a8145653,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-cf1fdf987616,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-1dc99f36609f,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-aaaa30155468,7,follow_up_months,other_numeric,numeric,0.18867924528301888
EXT-07-c293ca2c2c21,7,sample_size,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-167f3ad9e708,7,sample_size,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-612d3b4c739b,7,recidivism_rate_treatment,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-4f0dcdd42b91,7,sample_size,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-8c8404805548,7,sample_size,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-91b3f2bb0f51,7,sample_size,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-47b793b956cd,7,sample_size,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-9d256c233083,7,sample_size,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-f3c9feed7bd0,7,recidivism_rate_control,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-2b9f3517a9b9,7,sample_size,potentially_synthesis_critical,numeric,0.23809523809523808
EXT-07-ace6eabc2afe,7,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-07-04b2b96cec9e,7,recidivism_rate_control,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-a582f45d1759,7,recidivism_rate_treatment,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-a05dec363006,7,recidivism_rate_control,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-eef9fa584fd9,7,recidivism_rate_treatment,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-83529bf09bf9,7,recidivism_rate_control,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-05296fa6662c,7,recidivism_rate_treatment,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-1b7fb2bb46ca,7,recidivism_rate_treatment,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-e1cc2455d107,7,recidivism_rate_control,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-0f31b7e9b44e,7,recidivism_rate_treatment,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-07-6e5887e5a32c,7,sample_size,potentially_synthesis_critical,numeric,0.05319148936170213
EXT-08-362c635b55e3,8,gap_measure,categorical,categorical,0.01201923076923077
EXT-08-86300d76090b,8,gap_measure,categorical,categorical,0.01201923076923077
EXT-08-4d1b9848e196,8,gap_measure,categorical,categorical,0.01201923076923077
EXT-08-512737a36db8,8,study_design,categorical,categorical,0.01201923076923077
EXT-08-d5edce340c26,8,gap_measure,categorical,categorical,0.01201923076923077
EXT-08-52a53767b750,8,country,categorical,categorical,0.01201923076923077
EXT-08-4570fbe12d14,8,country,categorical,categorical,0.01201923076923077
EXT-08-33988613e0eb,8,gap_measure,categorical,categorical,0.01201923076923077
EXT-08-6b7aafaa6aac,8,country,categorical,categorical,0.01201923076923077
EXT-08-385e1fbfc16d,8,gap_measure,categorical,categorical,0.01201923076923077
EXT-08-9e23ac053d00,8,country,categorical,categorical,0.6666666666666666
EXT-08-baece4783cd1,8,sector,categorical,categorical,0.6666666666666666
EXT-08-e2534ace0680,8,country,categorical,categorical,0.6666666666666666
EXT-08-0a2772d64f01,8,country,categorical,categorical,0.6666666666666666
EXT-08-d2d5723c076e,8,country,categorical,categorical,0.6666666666666666
EXT-08-1e379c89094c,8,country,categorical,categorical,0.6666666666666666
EXT-08-815ccb07bb04,8,country,categorical,categorical,0.6666666666666666
EXT-08-d6c6ab8a6cac,8,country,categorical,categorical,0.6666666666666666
EXT-08-7e2bc9ebc2a7,8,country,categorical,categorical,0.6666666666666666
EXT-08-2c3ee8f1a744,8,country,categorical,categorical,0.6666666666666666
EXT-08-d5a3f5c850da,8,study_design,categorical,categorical,1.0
EXT-08-bc6981a0a6a9,8,study_design,categorical,categorical,1.0
EXT-08-ef2470e14401,8,study_design,categorical,categorical,1.0
EXT-08-a550fc124757,8,study_design,categorical,categorical,1.0
EXT-08-ba5070c57678,8,study_design,categorical,categorical,1.0
EXT-08-5333995b044f,8,study_design,categorical,categorical,1.0
EXT-08-e267b7a3cc65,8,study_design,categorical,categorical,1.0
EXT-08-fb286566ad9d,8,study_design,categorical,categorical,1.0
EXT-08-aa6fba7298de,8,country,categorical,categorical,0.3448275862068966
EXT-08-128c043c7510,8,country,categorical,categorical,0.3448275862068966
EXT-08-f2f44e888522,8,country,categorical,categorical,0.3448275862068966
EXT-08-3b971226cd11,8,country,categorical,categorical,0.3448275862068966
EXT-08-9acd1f8c7df1,8,country,categorical,categorical,0.3448275862068966
EXT-08-4622f8b7597f,8,country,categorical,categorical,0.3448275862068966
EXT-08-e799eb9a2b38,8,country,categorical,categorical,0.3448275862068966
EXT-08-49c0f2a7cfcf,8,country,categorical,categorical,0.3448275862068966
EXT-08-763a4eaec94b,8,country,categorical,categorical,0.3448275862068966
EXT-08-2c21409a6c07,8,country,categorical,categorical,0.3448275862068966
EXT-08-eb882ea7e448,8,sector,categorical,categorical,0.028735632183908046
EXT-08-5806ee029a17,8,sector,categorical,categorical,0.028735632183908046
EXT-08-17a022d52620,8,sector,categorical,categorical,0.028735632183908046
EXT-08-b36fadd72562,8,country,categorical,categorical,0.028735632183908046
EXT-08-fb8005880008,8,sector,categorical,categorical,0.028735632183908046
EXT-08-8d15ceec2e12,8,sector,categorical,categorical,0.028735632183908046
EXT-08-a0bd9a3fe7e4,8,sector,categorical,categorical,0.028735632183908046
EXT-08-4cbacf67c9fb,8,sector,categorical,categorical,0.028735632183908046
EXT-08-1773230962a1,8,study_design,categorical,categorical,0.028735632183908046
EXT-08-c108c90c626f,8,study_design,categorical,categorical,0.028735632183908046
EXT-08-49880e2b1c53,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-c959efb8a149,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-80394914a590,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-41c270b428cf,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-dda0b2266f88,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-657fd46026e2,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-625f705407b3,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-9569682dbef8,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-c0ea8bf41e19,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-b6d41cdf5e51,8,year,other_numeric,numeric,0.08620689655172414
EXT-08-cc48e27b10bd,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-810694f3d2be,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-5f713f69b2db,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-176ad75497e6,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-7c1e29978501,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-6912b4b58308,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-27beb7121ac0,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-38e531e41338,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-640fc5fce3d7,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-7977d857fd61,8,year,other_numeric,numeric,0.8333333333333334
EXT-08-92263a607f1c,8,year,other_numeric,numeric,1.0
EXT-08-69831d159695,8,year,other_numeric,numeric,1.0
EXT-08-e4b0ddd7a8ac,8,year,other_numeric,numeric,1.0
EXT-08-48e700df5ed9,8,year,other_numeric,numeric,1.0
EXT-08-ebc839f14dad,8,year,other_numeric,numeric,1.0
EXT-08-948d87417b96,8,year,other_numeric,numeric,1.0
EXT-08-6c1d9c4e03ea,8,year,other_numeric,numeric,1.0
EXT-08-89e223467957,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-cc774269b88b,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-0403aabbd690,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-bc05627f981f,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-c00d02657469,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-713d4c34712b,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-c0c788701d20,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-df25d02c530c,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-8877a115ae9c,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-5d761b1b5e2e,8,year,other_numeric,numeric,0.057803468208092484
EXT-08-b744cad601cc,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-c5606bfb36f2,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-55bdbd1da423,8,sample_size,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-2d2f423a7f52,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-edde8e5c3f52,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-78020f34ae8f,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-e712ae7e6c42,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-289c5c2b8fbe,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-4ae1299bdf1f,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-afd69d5bc58a,8,gap_percent,potentially_synthesis_critical,numeric,0.14705882352941177
EXT-08-47c67df9f969,8,gap_percent,potentially_synthesis_critical,numeric,1.0
EXT-08-2d6484ae12f6,8,gap_percent,potentially_synthesis_critical,numeric,1.0
EXT-08-0661122c8f18,8,gap_percent,potentially_synthesis_critical,numeric,1.0
EXT-08-9ee3a1d22eb6,8,gap_percent,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-88848585ebe9,8,sample_size,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-e7c3b0c78b11,8,sample_size,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-dcdf262f9014,8,gap_percent,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-97ddf9333c96,8,gap_percent,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-f5aac0eeec6b,8,sample_size,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-49a4c37d57df,8,gap_percent,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-b8bbfd78e2bf,8,sample_size,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-5139d609690b,8,sample_size,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-08-dcbed51bd0e5,8,gap_percent,potentially_synthesis_critical,numeric,0.01834862385321101
EXT-09-e3bfd5f8bf0d,9,system_name,categorical,categorical,0.005243838489774515
EXT-09-663809e707ef,9,subject,categorical,categorical,0.005243838489774515
EXT-09-f9f917a7abe4,9,subject,categorical,categorical,0.005243838489774515
EXT-09-f48356fe74eb,9,subject,categorical,categorical,0.005243838489774515
EXT-09-8ebea6c841cd,9,study_design,categorical,categorical,0.005243838489774515
EXT-09-a1a80b9ed5e9,9,system_name,categorical,categorical,0.005243838489774515
EXT-09-a2b32280421c,9,study_design,categorical,categorical,0.005243838489774515
EXT-09-bfdd95d98acc,9,subject,categorical,categorical,0.005243838489774515
EXT-09-58a1069a75cd,9,system_name,categorical,categorical,0.005243838489774515
EXT-09-37d18eaec316,9,subject,categorical,categorical,0.005243838489774515
EXT-09-6addaa4f1ae3,9,system_name,categorical,categorical,1.0
EXT-09-c03a9b13fb56,9,grade_level,categorical,categorical,1.0
EXT-09-1da09f37c4c6,9,system_name,categorical,categorical,1.0
EXT-09-3e368d1768e1,9,grade_level,categorical,categorical,1.0
EXT-09-56c2a664a743,9,subject,categorical,categorical,1.0
EXT-09-21d1da1f3527,9,system_name,categorical,categorical,1.0
EXT-09-8cb65399082f,9,system_name,categorical,categorical,1.0
EXT-09-897b2cb02b8b,9,subject,categorical,categorical,1.0
EXT-09-26bffd3b8758,9,country,categorical,categorical,1.0
EXT-09-fb35622ea8a1,9,country,categorical,categorical,1.0
EXT-09-0b69cad6e811,9,country,categorical,categorical,1.0
EXT-09-276595074f03,9,grade_level,categorical,categorical,1.0
EXT-09-b3c6c5c0bea9,9,country,categorical,categorical,1.0
EXT-09-9d6b14d742e2,9,subject,categorical,categorical,0.01020408163265306
EXT-09-0905a5c68a7c,9,subject,categorical,categorical,0.01020408163265306
EXT-09-b787f76021bb,9,country,categorical,categorical,0.01020408163265306
EXT-09-fd5b452d5761,9,country,categorical,categorical,0.01020408163265306
EXT-09-6c50c58c2f6f,9,system_name,categorical,categorical,0.01020408163265306
EXT-09-cb2d2ad8751a,9,system_name,categorical,categorical,0.01020408163265306
EXT-09-d7f3949b777d,9,grade_level,categorical,categorical,0.01020408163265306
EXT-09-e2717ce51f5c,9,subject,categorical,categorical,0.01020408163265306
EXT-09-b15c7f27b980,9,country,categorical,categorical,0.01020408163265306
EXT-09-89096519c343,9,system_name,categorical,categorical,0.01020408163265306
EXT-09-dc9744e22af5,9,sample_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-397892f527bd,9,sample_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-1e9c078a94cd,9,sample_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-2882e874b33b,9,effect_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-06a3ca217ece,9,sample_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-d3394a1d6d60,9,effect_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-e79f00a44f7a,9,sample_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-c120edbebf18,9,ci_upper,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-0776ffb3680c,9,sample_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-b9824b1e72fe,9,sample_size,potentially_synthesis_critical,numeric,0.02386634844868735
EXT-09-31c7e1bda209,9,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-09-f22c65747fd9,9,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-09-2933dfbd2118,9,effect_size,potentially_synthesis_critical,numeric,1.0
EXT-09-937b48543a47,9,ci_upper,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-07a1d4ac07b2,9,effect_size,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-e01be39ca2f3,9,ci_lower,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-06dc086cca03,9,effect_size,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-3063c496e71f,9,effect_size,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-fbcd6f449501,9,ci_upper,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-97061c177eb4,9,ci_lower,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-245442873dca,9,ci_upper,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-300473af1c2e,9,ci_upper,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-09-bd1904493cc3,9,ci_lower,potentially_synthesis_critical,numeric,0.005268703898840885
EXT-10-5fdec03ec15f,10,game_type,categorical,categorical,0.0070921985815602835
EXT-10-1fdcd428c1c7,10,outcome_measure,categorical,categorical,0.0070921985815602835
